"module name","license","repository"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@15.4.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@26.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ungap/structured-clone@1.3.3","ISC","https://github.com/ungap/structured-clone"
"@unrs/resolver-binding-linux-x64-gnu@1.12.2","MIT","https://github.com/unrs/unrs-resolver"
"@unrs/resolver-binding-linux-x64-musl@1.12.2","MIT","https://github.com/unrs/unrs-resolver"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.3.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.3","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"babel-jest@30.4.1","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@7.0.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@30.4.0","MIT","https://github.com/jestjs/jest"
"babel-preset-current-node-syntax@1.2.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@30.4.0","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.11.18","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"brace-expansion@1.1.18","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.1.4","MIT","https://github.com/juliangruber/brace-expansion"
"browserslist@4.28.8","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001809","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"ci-info@4.4.0","MIT","https://github.com/watson/ci-info"
"cjs-module-lexer@2.2.1","MIT","https://github.com/nodejs/cjs-module-lexer"
"clima_api@1.0.0","MIT","https://github.com/dinhovdp/projeto_clima"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.3","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"dedent@1.7.2","MIT","https://github.com/dmnd/dedent"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"electron-to-chromium@1.5.412","ISC","https://github.com/Kilian/electron-to-chromium"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"error-ex@1.3.4","MIT","https://github.com/qix-/node-error-ex"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit-x@0.2.2","MIT","https://github.com/gruntjs/node-exit-x"
"expect@30.4.1","MIT","https://github.com/jestjs/jest"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"glob@10.5.0","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
"human-signals@2.1.0","Apache-2.0","https://github.com/ehmicky/human-signals"
"import-local@3.2.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"inflight@1.0.6","ISC","https://github.com/npm/inflight"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-generator-fn@2.1.0","MIT","https://github.com/sindresorhus/is-generator-fn"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"istanbul-lib-coverage@3.2.2","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-instrument@6.0.3","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-report@3.0.1","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-lib-source-maps@5.0.6","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"istanbul-reports@3.2.0","BSD-3-Clause","https://github.com/istanbuljs/istanbuljs"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jest-changed-files@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-circus@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-cli@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-config@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-diff@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-docblock@30.4.0","MIT","https://github.com/jestjs/jest"
"jest-each@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-environment-node@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-haste-map@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-leak-detector@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-matcher-utils@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-message-util@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-mock@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-pnp-resolver@1.2.3","MIT","https://github.com/arcanis/jest-pnp-resolver"
"jest-regex-util@30.4.0","MIT","https://github.com/jestjs/jest"
"jest-resolve-dependencies@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-resolve@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-runner@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-runtime@30.4.2","MIT","https://github.com/jestjs/jest"
"jest-snapshot@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-util@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-validate@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-watcher@30.4.1","MIT","https://github.com/jestjs/jest"
"jest-worker@30.4.1","MIT","https://github.com/jestjs/jest"
"jest@30.4.2","MIT","https://github.com/jestjs/jest"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@3.15.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@5.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@4.0.0","MIT","https://github.com/sindresorhus/make-dir"
"makeerror@1.0.12","BSD-3-Clause","https://github.com/daaku/nodejs-makeerror"
"merge-stream@2.0.0","MIT","https://github.com/grncdr/merge-stream"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimatch@3.1.5","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.9","ISC","https://github.com/isaacs/minimatch"
"minipass@7.1.3","BlueOak-1.0.0","https://github.com/isaacs/minipass"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"napi-postinstall@0.3.4","MIT","https://github.com/un-ts/napi-postinstall"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-int64@0.4.0","MIT","https://github.com/broofa/node-int64"
"node-releases@2.0.53","MIT","https://github.com/chicoxyzzy/node-releases"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-run-path@4.0.1","MIT","https://github.com/sindresorhus/npm-run-path"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"onetime@5.1.2","MIT","https://github.com/sindresorhus/onetime"
"p-limit@2.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@4.1.0","MIT","https://github.com/sindresorhus/p-locate"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.2","MIT","https://github.com/micromatch/picomatch"
"picomatch@4.0.5","MIT","https://github.com/micromatch/picomatch"
"pirates@4.0.7","MIT","https://github.com/danez/pirates"
"pkg-dir@4.2.0","MIT","https://github.com/sindresorhus/pkg-dir"
"pretty-format@30.4.1","MIT","https://github.com/jestjs/jest"
"pure-rand@7.0.1","MIT","https://github.com/dubzzz/pure-rand"
"react-is@18.3.1","MIT","https://github.com/facebook/react"
"react-is@19.2.8","MIT","https://github.com/react/react"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"resolve-cwd@3.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-from@5.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"semver@7.8.5","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"source-map-support@0.5.13","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"stack-utils@2.0.6","MIT","https://github.com/tapjs/stack-utils"
"string-length@4.0.2","MIT","https://github.com/sindresorhus/string-length"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.2.0","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@4.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color"
"synckit@0.11.13","MIT","https://github.com/un-ts/synckit"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"tmpl@1.0.5","BSD-3-Clause","https://github.com/daaku/nodejs-tmpl"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.21.3","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"undici-types@8.3.0","MIT","https://github.com/nodejs/undici"
"unrs-resolver@1.12.2","MIT","https://github.com/unrs/unrs-resolver"
"update-browserslist-db@1.3.1","MIT","https://github.com/browserslist/update-db"
"v8-to-istanbul@9.3.0","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"walker@1.0.8","Apache-2.0","https://github.com/daaku/nodejs-walker"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic@5.0.1","ISC","https://github.com/npm/write-file-atomic"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.7.3","MIT","https://github.com/yargs/yargs"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
